Date,VIX,M1,M2,VIX3M,VXX,SPX,VVIX,M1 Weight,M2 Weight,Weighted M1 M2,HV5,HV10,HV20,HV30,HV60,VXX Bias,VRP,VIX GEX
2019-05-10 16:33:00,16.04,16.15,16.8,16.9,112.76,2881.4,96.13,0.292,0.708,16.61,11.83,11.02,9.14,8.71,9.5,0.5,-2.0,
2019-05-09 16:33:01,19.16,17.85,17.82,18.51,122.2,2870.63,102.91,0.333,0.667,17.83,14.75,11.18,9.03,8.7,9.49,1.0,-2.0,
2019-05-08 16:33:01,19.62,18.16,17.9,18.98,122.84,2879.65,106.58,0.375,0.625,18.0,14.77,11.18,9.06,8.77,9.78,1.0,-2.0,
2019-05-07 16:33:01,19.44,17.85,17.74,18.78,125.32,2884.05,111.99,0.417,0.583,17.79,15.0,11.18,9.31,8.94,9.76,1.0,-1.0,
2019-05-06 16:33:01,15.44,15.51,16.33,16.4,107.44,2932.47,94.85,0.458,0.542,15.95,10.4,8.74,7.04,7.27,9.05,0.1,-2.0,
2019-05-03 16:33:01,12.87,14.27,15.57,15.07,101.68,2945.64,86.07,0.5,0.5,14.92,9.85,8.21,6.89,9.26,9.24,-0.5,-3.0,
2019-05-02 16:33:03,14.42,15.15,16.25,16.03,106.76,2917.52,93.02,0.542,0.458,15.65,7.25,6.85,6.15,9.37,9.1,-0.1,-3.0,
2019-05-01 16:33:02,14.78,15.24,16.3,16.19,106.6,2923.73,96.02,0.583,0.417,15.68,7.12,6.87,6.07,9.4,9.11,-0.1,-3.0,
2019-04-30 16:33:01,13.12,14.45,15.75,15.23,102.72,2945.83,88.52,0.625,0.375,14.94,4.03,5.21,5.2,9.05,8.99,-0.5,-3.0,
2019-04-29 16:33:01,13.11,14.53,15.71,15.23,102.72,2943.03,86.08,0.667,0.333,14.92,6.96,5.3,6.34,9.07,8.99,-0.5,-3.0,
2019-04-26 16:33:01,12.73,14.3,15.54,14.89,101.16,2939.88,84.12,0.708,0.292,14.66,6.97,5.94,6.56,9.13,9.11,-0.5,-3.0,
2019-04-25 16:33:01,13.23,14.85,16.0,15.21,104.8,2926.17,86.91,0.75,0.25,15.14,6.67,5.76,6.51,9.11,9.54,-0.5,-3.0,
2019-04-24 16:33:02,13.14,14.58,15.6,15.04,102.8,2927.25,85.17,0.792,0.208,14.79,7.17,5.77,6.89,9.24,9.55,-0.1,-3.0,
2019-04-23 16:33:01,12.31,14.11,15.34,14.54,100.2,2933.68,81.44,0.833,0.167,14.32,6.55,6.76,6.95,9.17,9.72,-0.5,-3.0,
2019-04-22 16:33:01,12.42,14.19,15.35,14.72,101.0,2907.97,83.27,0.875,0.125,14.33,2.44,5.31,6.6,9.71,9.71,-0.5,-3.0,
2019-04-18 16:33:01,12.1,14.44,15.55,14.57,101.92,2905.03,84.43,0.917,0.083,14.53,5.34,5.7,9.93,9.78,9.71,-0.5,-3.0,
2019-04-17 16:33:01,12.6,14.64,15.6,14.82,103.56,2900.45,86.02,0.958,0.04200000000000004,14.68,5.38,5.72,10.55,10.2,9.71,-0.1,-3.0,
2019-04-16 16:33:01,12.18,12.59,14.61,14.47,102.84,2907.06,83.58,0.0,1.0,14.61,4.79,5.45,10.58,10.4,10.21,-1.0,-3.0,
2019-04-15 16:33:02,12.32,12.6,14.67,14.53,103.68,2905.58,84.17,0.048,0.952,14.57,7.57,5.48,10.59,10.43,10.49,-1.0,-3.0,
2019-04-12 16:33:01,12.01,12.77,14.77,14.46,105.04,2907.41,85.39,0.095,0.905,14.58,7.49,7.37,10.6,10.52,10.55,-1.0,-3.0,
2019-04-11 16:33:01,13.05,13.84,15.5,15.25,110.0,2888.32,88.23,0.143,0.857,15.26,6.63,7.39,10.51,10.54,10.5,-1.0,-3.0,
2019-04-10 16:33:01,13.31,14.45,15.75,15.38,112.2,2888.21,89.88,0.19,0.81,15.5,6.68,7.26,10.53,10.6,10.65,-1.0,-3.0,
2019-04-09 16:33:02,14.28,15.05,16.25,15.99,115.44,2878.2,87.93,0.238,0.762,15.96,6.44,8.15,10.7,10.58,10.75,-1.0,-3.0,
2019-04-08 16:33:01,13.18,14.45,15.66,15.28,111.48,2895.77,81.82,0.286,0.714,15.31,2.71,7.06,10.31,10.38,10.63,-1.0,-3.0,
2019-04-05 16:33:01,12.82,14.32,15.65,15.06,112.0,2892.74,79.1,0.333,0.667,15.21,7.14,7.3,11.24,10.38,10.64,-1.0,-2.0,
2019-04-04 16:33:01,13.58,14.75,15.92,15.48,114.28,2879.39,82.25,0.381,0.619,15.47,7.38,13.26,11.34,10.45,10.64,-1.0,-2.0,
2019-04-03 16:33:01,13.77,14.9,16.0,15.63,115.44,2873.4,84.4,0.429,0.571,15.53,7.15,14.19,11.93,10.53,10.76,-1.0,-1.0,
2019-04-02 16:33:01,13.38,14.87,16.07,15.54,114.64,2867.24,83.0,0.476,0.524,15.5,9.84,14.38,12.3,10.53,10.81,-1.0,-1.0,
2019-04-01 16:33:00,13.43,14.85,15.98,15.46,114.96,2867.19,84.92,0.524,0.476,15.39,9.57,14.38,12.32,10.53,12.65,-1.0,-1.0,
2019-03-29 16:33:01,13.77,15.25,16.3,15.8,117.04,2834.4,85.78,0.571,0.429,15.7,8.02,13.29,11.83,10.47,13.71,-1.0,-0.5,
2019-03-28 16:33:01,14.41,15.62,16.6,16.3,120.76,2815.44,87.84,0.619,0.381,15.99,16.08,13.1,11.84,10.39,13.68,0.1,1.0,
2019-03-27 16:33:01,15.15,16.2,16.99,16.78,123.52,2805.37,91.34,0.667,0.333,16.46,18.54,12.97,11.85,10.37,13.74,0.5,1.0,
2019-03-26 16:33:01,14.68,15.93,16.67,16.45,121.68,2818.46,89.85,0.714,0.286,16.14,18.38,13.17,11.71,10.82,13.68,0.5,-0.5,
2019-03-25 16:33:01,16.35,16.85,17.24,17.45,128.96,2798.36,96.93,0.762,0.238,16.94,17.03,12.78,11.44,10.67,13.71,1.0,-1.0,
2019-03-22 16:33:01,16.47,16.75,17.11,17.37,128.32,2800.71,98.59,0.81,0.19,16.82,17.59,14.55,11.44,10.66,16.79,1.0,-1.0,
2019-03-21 16:33:01,13.65,15.05,15.9,15.51,115.12,2854.88,83.98,0.857,0.143,15.17,8.36,9.14,9.11,9.37,17.32,0.1,-3.0,
2019-03-20 16:33:01,13.9,15.33,16.1,15.79,116.64,2824.23,86.28,0.905,0.095,15.4,5.22,9.97,8.55,8.98,17.89,-1.0,-3.0,
2019-03-19 16:33:01,13.56,15.15,15.91,15.56,115.4,2832.57,87.36,0.952,0.048,15.19,5.34,10.6,8.44,8.96,18.24,-1.0,-2.0,
2019-03-18 16:33:01,13.1,12.9,15.03,15.24,114.64,2832.94,85.49,0.0,1.0,15.03,4.64,10.66,8.44,9.09,18.59,-1.0,-2.0,
2019-03-15 16:33:01,12.85,13.5,14.9,14.98,114.36,2822.48,82.76,0.043,0.957,14.84,9.19,10.89,9.1,9.07,18.58,-1.0,-1.0,
2019-03-14 16:33:01,13.5,13.93,15.31,15.3,116.52,2808.48,82.56,0.087,0.913,15.19,10.8,11.14,9.11,9.25,19.14,-1.0,-1.0,
2019-03-13 16:33:01,13.41,14.06,15.5,15.33,118.48,2810.92,82.76,0.13,0.87,15.31,13.79,11.26,9.1,10.07,19.59,-1.0,-1.0,
2019-03-12 16:33:01,13.78,14.47,15.68,15.65,119.76,2791.52,83.04,0.174,0.826,15.47,14.57,10.71,9.81,10.01,19.55,-1.0,-2.0,
2019-03-11 16:33:01,14.35,15.01,15.93,16.01,123.24,2783.3,81.42,0.217,0.783,15.73,14.37,10.57,9.8,10.39,19.57,-1.0,-3.0,
2019-03-08 16:33:02,16.04,16.67,16.96,17.11,132.92,2743.07,87.38,0.261,0.739,16.88,4.66,6.59,8.45,9.85,19.36,1.0,-3.0,
2019-03-07 16:33:01,16.64,16.73,16.9,17.3,132.04,2748.93,88.98,0.304,0.696,16.85,9.38,7.75,9.14,9.79,19.35,1.0,-3.0,
2019-03-06 16:33:01,15.71,16.08,16.46,16.74,127.2,2771.45,86.11,0.348,0.652,16.33,8.06,6.85,8.64,9.37,19.89,1.0,-3.0,
2019-03-05 16:33:01,14.76,15.48,16.05,16.15,123.56,2789.65,82.42,0.391,0.609,15.83,6.72,6.02,8.32,10.19,19.84,-1.0,-3.0,
2019-03-04 16:33:01,14.68,15.25,15.86,16.03,122.84,2792.81,82.43,0.435,0.565,15.59,6.7,5.98,8.51,10.71,20.96,-1.0,-3.0,
2019-03-01 16:33:01,13.58,14.82,15.62,15.38,119.92,2803.69,78.98,0.478,0.522,15.24,5.86,7.31,8.26,10.68,21.06,-1.0,-3.0,
2019-02-28 16:33:01,14.84,15.56,16.25,16.1,125.64,2784.49,80.34,0.522,0.478,15.89,5.54,7.13,8.42,10.59,21.08,-1.0,-3.0,
2019-02-27 16:33:01,14.7,15.7,16.35,15.99,125.72,2792.38,80.37,0.565,0.435,15.98,5.83,6.82,9.52,10.76,21.08,-1.0,-3.0,
2019-02-26 16:33:01,15.14,15.74,16.36,16.3,125.6,2793.9,80.62,0.609,0.391,15.98,5.8,8.66,9.57,10.97,21.58,-1.0,-3.0,
2019-02-25 16:33:02,14.85,15.56,16.12,16.0,124.56,2796.11,79.35,0.652,0.348,15.75,5.57,8.51,10.23,10.95,21.58,-1.0,-3.0,
2019-02-22 16:33:01,13.58,15.15,15.9,15.46,122.36,2792.67,75.35,0.696,0.304,15.38,8.66,8.54,10.44,10.96,21.79,-1.0,-2.0,
2019-02-21 16:33:01,14.44,15.89,16.45,16.16,127.16,2774.88,76.4,0.739,0.261,16.04,9.09,10.36,10.36,10.91,21.82,-1.0,-2.0,
2019-02-20 16:33:01,14.02,15.56,16.21,15.82,125.52,2784.7,75.59,0.783,0.217,15.7,7.88,10.2,10.12,10.95,21.8,-1.0,-2.0,
2019-02-19 16:33:01,14.9,16.32,16.61,16.45,130.76,2779.76,78.67,0.826,0.174,16.37,10.43,10.31,11.79,11.01,22.15,1.0,-2.0,
2019-02-15 16:33:01,14.91,16.3,16.64,16.48,130.36,2775.6,80.86,0.87,0.13,16.34,10.62,10.58,12.43,14.22,22.43,1.0,-2.0,
2019-02-14 16:33:01,16.15,16.93,17.1,17.32,135.08,2745.73,81.64,0.913,0.087,16.94,9.43,9.5,12.19,16.37,22.33,1.0,-2.0,
2019-02-13 16:33:01,15.65,16.7,16.8,16.96,132.68,2753.03,80.43,0.957,0.043,16.7,12.61,9.78,12.04,16.29,22.42,-0.5,-2.0,
2019-02-12 16:33:01,15.44,15.65,16.71,16.82,133.0,2744.73,81.8,0.0,1.0,16.71,12.78,11.74,12.37,16.36,22.47,-1.0,-2.0,
2019-02-11 16:33:03,15.99,16.23,17.0,17.22,135.44,2709.8,82.87,0.053,0.947,16.96,8.33,10.86,12.14,16.15,22.32,-1.0,-3.0,
2019-02-08 16:33:01,15.72,16.61,17.1,17.26,136.92,2707.88,82.7,0.105,0.895,17.05,10.1,12.05,12.16,16.22,22.68,-1.0,-3.0,
2019-02-07 16:33:01,16.37,17.2,17.35,17.52,138.6,2706.05,84.84,0.158,0.842,17.33,10.11,12.51,12.17,21.05,22.75,-0.5,-2.0,
2019-02-06 16:33:01,15.36,16.38,16.8,16.9,134.12,2731.61,84.56,0.211,0.789,16.71,6.98,10.69,11.37,22.65,22.68,-1.0,-2.0,
2019-02-05 16:33:01,15.56,16.53,16.95,17.07,134.84,2737.7,80.91,0.263,0.737,16.84,8.64,10.26,11.43,23.71,23.11,-1.0,-2.0,
2019-02-04 16:33:01,15.73,16.5,17.08,17.19,136.0,2724.87,77.15,0.316,0.684,16.9,10.7,13.68,11.49,24.36,23.12,-1.0,-1.0,
2019-02-01 16:33:01,16.13,17.05,17.55,17.59,140.36,2706.53,80.02,0.368,0.632,17.37,14.49,14.64,15.81,24.89,23.11,-1.0,-1.0,
2019-01-31 16:33:01,16.58,17.11,17.76,17.88,141.72,2704.1,79.13,0.421,0.579,17.49,14.76,14.8,19.02,24.9,23.14,-1.0,-1.0,
2019-01-30 16:33:01,17.66,18.0,18.4,18.68,147.84,2681.05,82.39,0.474,0.526,18.21,14.43,14.51,18.95,25.68,23.18,-0.5,-2.0,
2019-01-29 16:33:02,19.19,18.9,18.85,19.6,154.64,2640.0,86.87,0.526,0.474,18.88,9.47,13.46,18.51,25.95,23.06,-0.1,-2.0,
2019-01-28 16:33:02,18.91,19.13,19.1,19.58,155.36,2643.85,86.44,0.579,0.421,19.12,14.27,13.89,18.5,25.95,23.29,-0.1,-1.0,
2019-01-25 16:33:01,17.42,18.25,18.5,18.82,149.12,2664.76,83.33,0.632,0.368,18.34,16.46,12.87,18.12,25.88,23.27,-0.5,-1.0,
2019-01-24 16:33:02,18.9,19.2,19.25,19.67,154.88,2642.33,84.97,0.684,0.316,19.22,16.26,12.51,24.31,25.77,23.47,-0.1,-2.0,
2019-01-23 16:33:01,19.52,19.7,19.58,20.08,160.08,2638.7,88.45,0.737,0.263,19.67,16.25,12.53,26.98,25.77,23.79,0.1,-2.0,
2019-01-22 16:33:01,20.69,20.17,19.7,20.69,162.4,2632.9,94.07,0.789,0.211,20.07,17.33,13.04,28.42,26.64,24.61,0.5,-2.0,
2019-01-18 16:33:01,17.8,18.3,18.6,18.84,148.32,2670.71,82.49,0.842,0.15800000000000003,18.35,11.72,8.73,28.56,26.33,24.47,-0.5,-2.0,
2019-01-17 16:33:01,18.06,18.54,18.77,19.17,152.16,2635.96,82.79,0.895,0.10499999999999998,18.56,10.03,16.77,29.04,27.6,24.32,-0.5,-2.0,
2019-01-16 16:33:01,18.97,19.02,19.08,19.53,153.28,2616.1,83.34,0.947,0.05300000000000005,19.02,9.35,23.31,28.97,27.71,24.26,-0.1,-2.0,
2019-01-15 16:33:01,18.6,18.82,18.82,19.24,150.64,2610.3,81.39,0.0,1.0,18.82,9.43,23.33,30.03,27.84,24.4,-0.1,-1.0,
2019-01-14 16:33:01,19.07,19.21,19.47,19.93,157.84,2582.61,83.01,0.056,0.944,19.46,8.91,23.19,30.53,27.6,24.28,-0.5,1.0,
2019-01-11 16:33:01,18.19,19.01,19.46,19.74,157.24,2596.26,83.85,0.111,0.889,19.41,5.79,22.82,30.49,28.5,24.71,-1.0,2.0,
2019-01-10 16:33:02,19.46,19.86,20.05,20.52,162.6,2596.64,86.35,0.167,0.833,20.02,20.18,22.76,30.57,28.52,24.73,-0.5,3.0,
2019-01-09 16:33:01,19.98,20.12,20.26,20.69,164.32,2584.96,86.62,0.222,0.778,20.23,33.37,31.83,30.51,28.88,24.9,-0.5,3.0,
2019-01-08 16:33:01,20.4,20.61,20.62,21.14,168.0,2574.41,,0.278,0.722,20.62,33.53,36.83,30.47,28.9,25.21,-0.1,3.0,
2019-01-07 16:33:01,21.36,21.45,20.91,21.62,171.76,2549.69,,0.333,0.667,21.09,33.45,39.18,31.19,28.75,25.92,0.5,3.0,
2019-01-04 16:33:01,21.33,21.9,21.24,21.86,175.76,2531.94,,0.389,0.611,21.5,33.69,40.27,30.98,29.06,25.86,0.5,3.0,
2019-01-03 16:33:02,25.45,24.35,22.8,24.11,190.84,2447.89,,0.444,0.556,23.49,21.78,36.41,29.33,27.25,24.73,1.0,3.0,
2019-01-02 16:33:01,23.23,23.15,21.88,22.75,182.0,2510.03,,0.5,0.5,22.52,32.89,34.46,29.09,26.53,24.3,1.0,3.0,
2018-12-31 16:33:00,25.38,24.16,22.28,23.73,187.52,2506.85,,0.556,0.444,23.33,43.82,35.77,29.37,26.79,24.32,1.0,3.0,
2018-12-28 16:33:01,28.41,25.3,22.98,25.32,195.28,2485.74,,0.611,0.389,24.4,48.13,35.88,29.0,26.63,24.22,1.0,3.0,
2018-12-27 16:33:01,29.86,25.0,22.95,25.89,195.08,2488.83,,0.667,0.333,24.32,49.8,35.92,30.62,26.63,24.22,1.0,1.0,
2018-12-26 16:33:01,30.41,24.66,22.61,25.69,187.6,2467.7,,0.722,0.278,24.09,49.78,35.59,30.4,26.83,24.15,1.0,-2.0,
2018-12-24 16:33:01,36.07,25.95,23.35,28.84,197.4,2351.1,,0.778,0.222,25.37,15.95,18.14,24.24,21.54,21.56,2.0,-3.0,
2018-12-21 16:33:02,30.09,24.32,22.9,26.23,188.64,2416.58,,0.833,0.167,24.08,13.58,16.89,22.87,20.59,21.02,1.0,-3.0,
2018-12-20 16:33:01,28.38,22.7,22.08,25.24,179.0,2467.42,,0.889,0.111,22.63,13.19,17.47,22.2,21.38,20.7,1.0,-3.0,
2018-12-19 16:33:01,25.43,22.35,21.94,24.02,170.48,2506.96,,0.944,0.056,22.33,16.28,17.34,22.39,21.24,20.52,1.0,-2.0,
2018-12-18 16:33:02,25.58,24.7,21.97,23.9,171.36,2546.16,,0.0,1.0,21.97,19.23,21.22,22.48,21.04,20.35,2.0,-1.0,
2018-12-17 16:33:01,24.55,23.46,21.67,23.41,170.68,2545.94,,0.056,0.944,21.77,19.12,23.13,22.54,21.06,20.34,1.0,-1.0,
2018-12-14 16:33:02,21.63,21.75,20.85,21.96,162.2,2599.95,,0.111,0.889,20.95,15.19,23.2,22.07,20.63,20.07,1.0,0.1,
2018-12-13 16:33:02,20.65,20.7,20.24,21.35,156.04,2650.54,,0.167,0.833,20.32,18.09,21.85,21.24,20.21,19.76,1.0,1.0,
2018-12-12 16:33:01,21.46,21.1,20.45,21.59,158.68,2651.07,,0.222,0.778,20.59,17.98,25.58,21.24,20.74,19.81,1.0,2.0,
2018-12-11 16:33:01,21.75,21.25,20.5,21.72,159.92,2636.78,,0.278,0.722,20.71,24.79,25.45,22.04,20.77,19.77,1.0,3.0,
2018-12-10 16:33:02,22.64,21.31,20.5,22.01,160.44,2637.72,,0.333,0.667,20.77,28.85,26.82,22.14,21.36,19.78,1.0,3.0,
2018-12-07 16:33:02,23.22,21.43,20.65,22.44,161.2,2633.08,,0.389,0.611,20.95,30.64,27.02,22.07,22.07,19.81,1.0,3.0,
2018-12-06 16:33:01,21.19,19.91,19.48,21.06,150.32,2695.95,,0.444,0.556,19.67,27.32,23.84,22.35,22.86,19.29,1.0,2.0,
2018-12-04 16:33:01,20.74,19.4,19.3,20.75,147.12,2700.06,,0.526,0.474,19.35,33.28,25.94,22.5,22.91,19.31,-0.1,2.0,
2018-12-03 16:33:02,16.44,16.77,17.38,17.95,130.0,2790.37,,0.579,0.421,17.03,15.01,21.09,19.18,20.87,18.18,-1.0,0.1,
2018-11-30 16:33:03,18.07,17.65,18.18,18.89,137.96,2760.16,,0.632,0.368,17.85,15.78,20.51,19.01,20.63,18.02,-1.0,0.5,
2018-11-29 16:33:01,18.79,18.37,18.81,19.59,141.92,2737.8,,0.684,0.316,18.51,19.62,20.78,19.16,20.89,17.94,-1.0,1.0,
2018-11-28 16:33:01,18.49,18.2,18.6,19.28,139.16,2743.78,,0.737,0.263,18.31,18.46,21.21,19.47,20.88,17.94,-0.5,0.5,
2018-11-27 16:33:02,19.02,18.77,19.11,19.94,143.4,2682.2,,0.789,0.211,18.84,19.97,17.25,18.54,20.74,17.24,-0.5,0.5,
2018-11-26 16:33:01,18.9,18.95,19.39,20.11,146.0,2673.45,,0.842,0.158,19.02,22.38,19.18,18.69,20.75,17.22,-1.0,-0.5,
2018-11-23 16:33:01,21.52,20.45,20.51,21.75,154.4,2632.56,,0.895,0.105,20.46,15.92,15.92,18.79,20.67,16.86,-0.1,-1.0,
2018-11-21 16:33:01,20.8,20.1,20.37,21.32,153.68,2649.93,,0.947,0.053,20.11,20.4,16.03,19.94,21.38,16.9,-0.5,-1.0,
2018-11-20 16:33:01,22.45,22.15,20.45,22.27,157.36,2641.89,,0.0,1.0,20.45,19.55,20.78,22.7,23.16,16.88,1.0,-1.0,
2018-11-19 16:33:02,20.13,19.9,19.4,20.64,149.04,2690.73,,0.04,0.96,19.42,16.26,19.75,21.91,22.7,16.62,0.5,-1.0,
2018-11-16 16:33:02,18.14,18.25,18.3,19.35,140.68,2736.27,,0.08,0.92,18.3,18.0,18.13,21.18,22.29,16.36,-0.1,-0.5,
2018-11-15 16:33:02,19.98,19.37,19.14,20.31,147.32,2730.2,,0.12,0.88,19.17,17.66,18.41,21.15,22.28,16.35,1.0,-1.0,
2018-11-14 16:33:01,21.25,20.16,19.43,21.22,148.96,2701.58,,0.16,0.84,19.55,11.53,18.41,21.26,22.03,16.18,1.0,-1.0,
2018-11-13 16:33:01,20.02,19.45,18.9,20.27,145.4,2722.18,,0.2,0.8,19.01,23.86,18.7,21.15,22.0,16.13,1.0,1.0,
2018-11-12 16:33:01,20.45,19.57,18.72,20.23,144.08,2726.22,,0.24,0.76,18.92,24.66,19.87,22.68,22.0,16.14,1.0,1.0,
2018-11-09 16:33:02,17.36,17.48,17.66,18.46,133.24,2781.01,,0.28,0.72,17.61,18.1,16.42,21.62,21.43,15.67,-0.5,0.1,
2018-11-08 16:33:02,16.72,16.95,17.2,17.68,129.48,2806.83,,0.32,0.68,17.12,16.81,18.68,21.84,21.3,15.64,-0.5,-1.0,
2018-11-07 16:33:01,16.34,16.81,17.13,17.62,130.28,2813.89,,0.36,0.64,17.01,15.73,19.67,23.19,21.33,15.71,-0.5,-1.0,
2018-11-06 16:33:02,19.89,18.6,18.25,19.58,140.36,2755.45,,0.4,0.6,18.39,11.08,24.97,24.72,20.27,15.14,0.5,-1.0,
2018-11-05 16:33:01,19.94,19.4,18.84,20.2,144.68,2738.31,,0.44,0.56,19.09,13.34,24.93,24.52,20.12,15.09,0.5,1.0,
2018-11-02 16:33:01,19.57,19.55,19.09,20.3,146.72,2723.06,,0.48,0.52,19.31,16.7,24.75,24.35,19.99,15.1,0.5,1.0,
2018-11-01 16:33:01,19.34,19.29,19.0,20.07,145.52,2740.37,,0.52,0.48,19.15,22.24,24.6,24.33,19.96,15.05,0.1,2.0,
2018-10-31 16:33:01,21.23,20.25,19.77,21.15,149.76,2711.74,,0.56,0.44,20.04,24.64,24.53,23.88,19.82,14.87,0.5,3.0,
2018-10-30 16:33:01,23.35,20.95,20.25,22.23,155.48,2682.63,,0.6,0.4,20.67,33.73,23.31,23.32,19.46,14.69,1.0,3.0,
2018-10-29 16:33:01,24.72,21.55,20.55,23.06,160.92,2641.25,,0.64,0.36,21.19,28.9,24.85,22.17,18.84,14.3,1.0,1.0,
2018-10-26 16:33:01,24.21,21.1,20.1,22.48,159.96,2658.69,,0.68,0.32,20.78,29.04,24.83,22.37,18.82,14.31,1.0,1.0,
2018-10-25 16:33:01,24.22,20.9,19.83,22.44,151.48,2705.57,,0.72,0.28,20.6,28.04,25.1,21.88,18.34,13.94,1.0,1.0,
2018-10-24 16:33:02,25.23,20.6,19.6,22.62,156.0,2656.1,,0.76,0.24,20.36,19.36,24.35,20.42,17.4,13.36,1.0,-1.0,
2018-10-23 16:33:01,20.75,18.85,18.4,20.28,143.52,2740.69,,0.8,0.2,18.76,9.13,24.96,17.86,15.23,11.86,0.5,1.0,
2018-10-22 16:33:01,19.62,18.6,18.23,19.82,138.24,2755.88,,0.84,0.16,18.54,20.81,25.02,17.85,15.27,11.86,0.5,2.0,
2018-10-19 16:33:01,19.96,18.4,18.18,19.84,136.2,2767.78,,0.88,0.12,18.37,21.07,25.1,17.84,15.27,11.91,0.1,3.0,
2018-10-18 16:33:01,20.06,18.41,18.08,19.86,138.6,2768.78,,0.92,0.08,18.38,23.28,25.02,17.84,15.27,11.92,1.0,3.0,
2018-10-17 16:33:02,17.4,17.15,17.15,18.1,129.88,2809.21,,0.96,0.04,17.15,26.41,24.53,17.67,14.78,11.71,1.0,3.0,
2018-10-16 16:33:01,17.55,17.67,17.25,17.96,127.92,2809.92,,0.0,1.0,17.25,36.31,24.58,17.7,14.79,11.76,1.0,3.0,
2018-10-15 16:33:02,21.3,20.15,18.51,20.29,138.04,2750.79,,0.05,0.95,18.59,28.74,20.35,15.72,13.16,10.88,1.0,1.0,
2018-10-12 16:33:01,21.31,19.95,18.11,19.84,136.08,2767.13,,0.1,0.9,18.29,29.41,20.92,15.71,13.11,10.82,1.0,-1.0,
2018-10-11 16:33:02,24.98,21.15,18.5,21.56,147.48,2728.37,,0.15,0.85,18.9,22.45,18.24,14.49,12.25,10.42,2.0,-3.0,
2018-10-10 16:33:01,22.96,20.15,18.5,20.7,136.0,2785.68,,0.2,0.8,18.83,21.2,16.94,13.2,11.14,9.55,1.0,-3.0,
2018-10-09 16:33:01,15.95,15.96,15.92,16.63,116.68,2880.34,,0.25,0.75,15.93,5.96,5.7,6.28,5.86,6.72,1.0,-3.0,
2018-10-08 16:33:01,15.78,15.68,15.71,16.51,114.64,2884.43,,0.3,0.7,15.7,6.16,5.7,6.41,6.28,6.72,1.0,-3.0,
2018-10-05 16:33:01,14.87,15.2,15.45,16.25,113.52,2885.57,,0.35,0.65,15.36,7.61,5.78,6.43,6.52,6.71,1.0,-3.0,
2018-10-04 16:33:01,14.22,14.85,15.25,15.84,111.2,2901.61,,0.4,0.6,15.09,6.94,5.37,6.14,6.31,6.8,1.0,-3.0,
2018-10-03 16:33:02,11.61,13.75,14.75,14.68,104.8,2925.51,,0.45,0.55,14.3,3.01,5.42,5.48,5.77,6.74,-0.1,-3.0,
2018-10-02 16:33:02,12.06,13.98,14.91,14.84,105.68,2923.43,,0.5,0.5,14.45,4.44,5.43,5.61,5.78,6.77,-0.1,-3.0,
2018-10-01 16:33:01,12.06,13.9,14.85,14.74,105.48,2924.59,,0.55,0.45,14.33,4.59,5.89,5.66,5.79,6.96,-0.1,-3.0,
2018-09-28 16:33:01,12.12,13.99,14.95,15.01,106.68,2912.17,,0.6,0.4,14.37,4.05,6.6,5.53,5.78,7.11,-0.1,-3.0,
2018-09-27 16:33:02,12.4,14.11,15.02,14.89,106.88,2914.0,,0.65,0.35,14.43,4.07,6.58,5.76,6.11,7.26,-0.1,-3.0,
2018-09-26 16:33:01,12.89,14.45,15.27,15.15,108.92,2905.97,,0.7,0.3,14.7,7.35,6.95,6.03,6.58,7.36,0.1,-3.0,
2018-09-25 16:33:02,12.42,14.1,14.99,14.92,107.72,2915.56,,0.75,0.25,14.32,6.81,6.61,5.89,6.66,7.32,0.1,-2.0,
2018-09-24 16:33:01,12.2,14.05,14.9,14.77,106.72,2919.37,,0.8,0.2,14.22,7.17,6.61,6.41,6.79,7.3,0.1,-2.0,
2018-09-21 16:33:01,11.64,14.15,15.06,14.58,106.8,2929.67,,0.85,0.15,14.29,8.28,6.0,6.47,7.07,7.3,-0.1,-2.0,
2018-09-20 16:33:01,11.8,14.01,14.92,14.51,106.56,2930.75,,0.9,0.1,14.1,8.18,6.26,6.53,7.1,7.57,-0.1,-3.0,
2018-09-19 16:33:01,11.75,14.3,15.1,14.65,108.44,2907.95,,0.95,0.05,14.34,7.16,5.84,6.07,6.79,7.45,-1.0,-3.0,
2018-09-18 16:33:01,12.79,12.75,14.7,15.04,112.28,2904.31,,0.0,1.0,14.7,7.19,6.07,6.08,6.82,8.05,-1.0,-3.0,
2018-09-17 16:33:01,13.68,13.58,14.95,15.28,112.84,2888.8,,0.053,0.947,14.88,6.64,5.4,5.87,6.72,8.0,-1.0,-3.0,
2018-09-14 16:33:01,12.07,12.88,14.35,14.37,109.56,2904.98,,0.105,0.895,14.2,3.43,4.57,5.44,6.56,8.02,-1.0,-3.0,
2018-09-13 16:33:02,12.34,13.35,14.65,14.77,111.48,2904.18,,0.158,0.842,14.44,4.62,5.1,5.94,6.65,8.03,-1.0,-3.0,
2018-09-12 16:33:01,13.13,14.04,15.0,15.32,115.0,2888.92,,0.211,0.789,14.8,4.76,5.23,6.57,6.56,8.03,-0.1,-3.0,
2018-09-11 16:33:02,13.22,14.25,15.1,15.54,116.56,2887.89,,0.263,0.737,14.88,5.13,5.23,6.86,6.66,8.05,0.1,-3.0,
